"","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Institución","Nombre","Concurso.confidencial","Enc.Pub.Gest.Apertu","Elaborador","Enc.Solic.Est.Ofert","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"306","Contrato","08/11/2022 07:47","Real","2022CD-000220-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Registro","","20221101739-00","“Compra de radios de comunicación señal analógica para el uso en el mercado de la municipalidad de grecia”","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 08:00","14/11/2022 10:00","14/11/2022 10:00","8 Días hábiles",450000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","203"
"307","Contrato","08/11/2022 09:46","Real","2022CD-000172-0003900001","-","Municipalidad ","Nicoya","No","María Teresa Salas Murillo","María Teresa Salas Murillo","María Teresa Salas Murillo","Registro","","20221101793-00","Adquisición de insumos de seguridad para labores operativas a cargo del depto. de gestión ambiental de la municipalidad de nicoya","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 12:00","11/11/2022 10:00","11/11/2022 10:01","10 Días hábiles",852000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","502"
"308","Contrato","08/11/2022 10:40","Real","2022CD-000039-0021100001","-","Municipalidad ","Orotina","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221101830-00","Compra útiles escolares del cantón de orotina municipalidad de orotina","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 12:00","14/11/2022 09:00","14/11/2022 09:05","10 Días hábiles",2932250,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","209"
"309","Contrato","08/11/2022 13:39","Real","2022CD-000057-0021300211","-","Municipalidad ","Zarcero","No","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Registro","","20221101920-00","Adquisición uniformes para los funcionarios de la municipalidad de zarcero entrega según demanda","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 08:45","15/11/2022 09:00","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","211"
"310","Desierto/Infructuoso","08/11/2022 13:41","Real","2022CD-000188-0005500001","-","Municipalidad ","Atenas","No","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Registro","","20221101918-00","Contratación suministros para decoración en las actividades protocolarias, culturales y turísticas de la municipalidad de atenas 2022.","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 13:45","11/11/2022 13:45","11/11/2022 13:45","10 Días hábiles",626500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","205"
"311","Adjudicación en firme","08/11/2022 13:49","Real","2022CD-000214-0017500001","-","Municipalidad ","Turrialba","No","Hannia Rojas Segura","Mariela Hernández Solano","Hannia Rojas Segura","Registro","","20221101617-00","Sistema de audio y video para auditorio de la municipalidad de turrialba","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 14:00","11/11/2022 11:01","11/11/2022 11:01","10 Días hábiles",21900000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","305"
"312","Contrato","08/11/2022 14:40","Real","2022CD-000191-0005500001","-","Municipalidad ","Atenas","No","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Modificar","20221101974-01","20221101974-00","Compra de equipo de sonido, para la municipalidad de atenas, desarrollo de actividades varias","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 14:45","15/11/2022 12:00","15/11/2022 12:00","10 Días hábiles",955000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","205"
"313","Contrato","08/11/2022 14:41","Real","2022CD-000059-0021300211","-","Municipalidad ","Zarcero","No","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Registro","","20221101976-00","Compra de aceites y lubricantes para utgvm, municipalidad de zarcero","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 09:45","15/11/2022 10:00","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","211"
"314","Contrato","08/11/2022 16:22","Real","2022CD-000142-0012000001","-","Municipalidad ","El Guarco","No","Isabel Méndez Navarro","Isabel Méndez Navarro","Isabel Méndez Navarro","Registro","","20221102037-00","Contratación de servicios profesionales para el diseño e implementación del marco de gestión de tecnologías de información de la municipalidad de el guarco","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 16:30","15/11/2022 16:00","15/11/2022 16:00","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","308"
"315","Contrato","08/11/2022 16:25","Real","2022CD-000026-0004300001","-","Municipalidad ","Corredores","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221005348-00","Compra de equipo de cómputo para la auditoria interna y utgv de la municipalidad de corredores","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 10:00","15/11/2022 10:00","10 Días hábiles",2410000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","610"
"316","Contrato","09/11/2022 08:08","Real","2022CD-000071-0003000001","-","Municipalidad ","Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221100646-00","Contratación de una persona física o jurídica para la compra de artículos para personal operativo y administrativo de la policía municipal de la municipalidad de flores.","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 10:00","15/11/2022 09:00","15/11/2022 09:00","10 Días hábiles",6565498,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","408"
"317","Adjudicación en firme","09/11/2022 10:02","Real","2022LA-000017-0028011201","-","Municipalidad ","Acosta","No","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Registro","","20221102143-00","Servicios de contratación de administración de flotilla vehicular para la municipalidad de acosta.","Servicios","Licitación abreviada","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 11:00","18/11/2022 09:00","18/11/2022 09:01","14 Días hábiles",2.4e+07,"",NA,"112"
"318","Contrato","09/11/2022 11:29","Real","2022CD-000176-0003400001","-","Municipalidad ","Montes de Oca","No","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Registro","","20221102225-00","Servicio de logística para evento de pasacalles navideño “ruta de la navidad” ii edición 2022 de la municipalidad de montes de oca.","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 11:45","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles",7600000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","115"
"319","Contrato","09/11/2022 11:39","Real","2022CD-000064-0022900511","-","Municipalidad ","Hojancha","No","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Registro","","20221102230-00","Compra de rollos de papel con el logo de la municipalidad de hojancha","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","14/11/2022 07:30","15/11/2022 10:00","15/11/2022 11:00","10 Días hábiles",3e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","511"
"320","Contrato","09/11/2022 11:48","Real","2022CD-000177-0003400001","-","Municipalidad ","Montes de Oca","No","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Registro","","20221102238-00","Contratación de alimentación por demanda para actividades sociales y protocolarias de la municipalidad de montes de oca","Servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 11:50","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles",8e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","115"
"321","Contrato","09/11/2022 12:22","Real","2022LA-000012-0003700001","-","Municipalidad ","San Pablo","No","David González Ovares","David González Ovares","David González Ovares","Registro","","20221102245-00","“Compra de vehiculos tipo pick up 4x4 para caminos y gestión ambiental de la municipalidad de san pablo de heredia”","Bienes","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 12:30","16/11/2022 14:00","16/11/2022 14:01","10 Días hábiles",45500000,"",NA,"409"
"322","Contrato","09/11/2022 13:18","Real","2022CD-000157-0002200001","-","Municipalidad ","Mora","No","Cinthia de los Angeles Araya Delgado","Cinthia de los Angeles Araya Delgado","Tatiana de los Angeles Aguero Aguilar","Registro","","20221101188-00","Compra equipos de cómputo municipalidad de mora","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 14:00","16/11/2022 14:00","16/11/2022 14:00","10 Días hábiles",15087690.45,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","107"
"323","En evaluación","09/11/2022 14:30","Real","2022LA-000015-0003600001","-","Municipalidad ","San Carlos","No","Luis Miguel Vargas Hernandez","Luis Miguel Vargas Hernandez","Luis Miguel Vargas Hernandez","Modificar","20221102294-01 20221102294-02","20221102294-00","Contratación de consultoría para la selección y acompañamiento en la implementación de un software erp para la municipalidad de san carlos","Servicios","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 16:00","30/11/2022 10:00","30/11/2022 10:00","30 Días hábiles",79500000,"",NA,"210"
"324","Contrato","09/11/2022 15:54","Real","2022CD-000047-0019400001","-","Municipalidad ","Osa","No","David González Nuñez","David González Nuñez","David González Nuñez","Registro","","20221101960-00","Adquisicion de equipo computo para la municipalidad de osa.","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 13:00","15/11/2022 13:00","15/11/2022 13:05","8 Días hábiles",10971000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","605"
"325","Contrato","10/11/2022 07:25","Real","2022CD-000072-0003000001","-","Municipalidad ","Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221101790-00","Compra de un cepillo semi industrial para la municipalidad de flores","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 09:00","16/11/2022 09:00","16/11/2022 09:00","10 Días hábiles",380292.51,"611 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","408"
"326","Contrato","10/11/2022 07:29","Real","2022CD-000082-0031200001","-","Municipalidad ","Montes de Oro","No","Cynthia Villalobos Cortés","Cynthia Villalobos Cortes","Cynthia Villalobos Cortes","Registro","","20221102264-00","Se requiere contratar mano de obra para realizar varios trabajos de los servicios de la municipalidad montes de oro.","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","11/11/2022 08:00","17/11/2022 10:00","17/11/2022 10:01","10 Días hábiles",1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","604"
"327","Contrato","10/11/2022 08:19","Real","2022CD-000253-0003300001","-","Municipalidad ","Moravia","No","Jorge Mesen Solorzano","Jorge Mesen Solorzano","Jorge Mesen Solorzano","Registro","","20221102470-00","Compra de blusas y camisas para funcionarios de la municipalidad de moravia y el comité de la persona joven","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 09:00","16/11/2022 14:00","16/11/2022 14:05","10 Días hábiles",1524994,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","114"
"328","","10/11/2022 10:38","Real","2022CD-000035-0004400001","-","Municipalidad ","Golfito","No","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Sin efecto","20221102361-01","20221102361-00","Contratación de servicios de internet para la municipalidad de golfito [sin efecto]","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 11:00","14/11/2022 09:00","14/11/2022 09:00","30 Días naturales",375000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","607"
"329","Contrato","10/11/2022 10:47","Real","2022CD-000271-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20221102545-00","Compra de telefonos moviles para la municipalidad de heredia","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","14/11/2022 06:00","16/11/2022 08:00","16/11/2022 08:00","8 Días hábiles",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"330","Contrato","10/11/2022 10:51","Real","2022LA-000034-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221102565-01 20221102565-02","20221102565-00","Compra de vehiculos varios para la municipalidad de heredia","Bienes","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","24/11/2022 07:00","25/11/2022 10:00","25/11/2022 10:00","20 Días hábiles",159500000,"",NA,"401"
"331","Contrato","10/11/2022 11:14","Real","2022CD-000048-0020000306","-","Municipalidad ","Alvarado","No","Cristel Melissa Tencio Montero","Cristel Melissa Tencio Montero","Cristel Melissa Tencio Montero","Registro","","20221102557-00","Servicio de entrega de notificaciones a contribuyentes de la municipalidad de alvarado","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 11:15","15/11/2022 11:00","15/11/2022 11:01","10 Días hábiles",6500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","306"
"332","Contrato","10/11/2022 13:02","Real","2022CD-000272-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221102634-01","20221102634-00","Servicios profesionales para inspeccion de muros y tapias del cementerio de mercedes norte para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","14/11/2022 07:00","15/11/2022 10:00","15/11/2022 10:00","6 Días hábiles",3236732.9,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).","401"
