"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"303","Funcionarios relacionados con el concurso","Contrato","04/11/2022 14:58","Real","2022CD-000074-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20221100275-00","“COMPRA E INSTALACIÓN DE SEÑALIZACION VERTICAL PARA LOS DISTRITOS DE LA MUNICIPALIDAD DE TURRUBARES”","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 08:00","10/11/2022 13:00","10/11/2022 13:01","10 Días hábiles","4.200.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"304","Funcionarios relacionados con el concurso","Contrato","07/11/2022 07:12","Real","2022CD-000046-0020000306","-","MUNICIPALIDAD DE ALVARADO DE PACAYAS","No","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","Registro","","20221101158-00","Adquisición de sistema integrado de egresos para el control de la Municipalidad de Alvarado","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 07:15","10/11/2022 08:00","10/11/2022 08:01","10 Días hábiles","8.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"305","Funcionarios relacionados con el concurso","Contrato","07/11/2022 07:51","Real","2022CD-000047-0020000306","-","MUNICIPALIDAD DE ALVARADO DE PACAYAS","No","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","Registro","","20221101232-00","Compra de uniformes para los operativos de la Municipalidad de Alvarado","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 08:00","10/11/2022 11:00","10/11/2022 11:01","10 Días hábiles","1.779.380 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"306","Funcionarios relacionados con el concurso","Contrato","07/11/2022 09:44","Real","2022CD-000137-0002500001","-","MUNICIPALIDAD DE PALMARES.","No","NANCY KARINA MENDEZ ARCE","NANCY KARINA MENDEZ ARCE","NANCY KARINA MENDEZ ARCE","Registro","","20221101429-00","DECISIÓN INICIAL PARA LA COMPRA DE BANDERAS DE COSTA RICA Y DEL CANTÓN DE PALMARES PARA EL USO OFICIAL DE LA MUNICIPALIDAD DE PALMARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 10:30","10/11/2022 10:45","10/11/2022 11:00","10 Días hábiles","300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"307","Funcionarios relacionados con el concurso","Contrato","07/11/2022 12:41","Real","2022CD-000215-0023300001","-","MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","No","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Registro","","20221101520-00","Contratación de capacitación para el personal de la Policía Municipal, Tránsito Municipal y Guardas de la Municipalidad de San Rafael de Heredia para el año 2022","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","07/11/2022 14:00","10/11/2022 14:00","10/11/2022 14:05","6 Días hábiles","980.000 [CRC]","","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA."
"308","Funcionarios relacionados con el concurso","Desierto/Infructuoso","07/11/2022 14:32","Real","2022CD-000216-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Modificar","20221101589-01","20221101589-00","Elaboración, reparación y compra de mobiliario para la Biblioteca Pública y Municipalidad de Grecia","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","07/11/2022 14:40","14/11/2022 10:00","14/11/2022 10:00","10 Días hábiles","4.100.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"309","Funcionarios relacionados con el concurso","Contrato","07/11/2022 15:59","Real","2022CD-000048-0028011201","-","MUNICIPALIDAD DE ACOSTA","No","ALLAN ALBERTO SEGURA ALFARO","ALLAN ALBERTO SEGURA ALFARO","ALLAN ALBERTO SEGURA ALFARO","Modificar","20221101662-01","20221101662-00","COMPRA DE BOTAS PARA PERSONAL OPERATIVO Y ADMINISYTRATIVO DE LA MUNICIPALIDAD DE ACOSTA","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","07/11/2022 16:05","14/11/2022 10:00","14/11/2022 10:01","10 Días hábiles","3.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"310","Funcionarios relacionados con el concurso","Contrato","08/11/2022 07:47","Real","2022CD-000220-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Registro","","20221101739-00","“COMPRA DE RADIOS DE COMUNICACIÓN SEÑAL ANALÓGICA PARA EL USO EN EL MERCADO DE LA MUNICIPALIDAD DE GRECIA”","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 08:00","14/11/2022 10:00","14/11/2022 10:00","8 Días hábiles","450.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"311","Funcionarios relacionados con el concurso","Contrato","08/11/2022 09:46","Real","2022CD-000172-0003900001","-","MUNICIPALIDAD DE NICOYA","No","María Teresa Salas Murillo","María Teresa Salas Murillo","María Teresa Salas Murillo","Registro","","20221101793-00","adquisición de insumos de seguridad para labores operativas a cargo del Depto. de Gestión Ambiental de la Municipalidad de Nicoya","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 12:00","11/11/2022 10:00","11/11/2022 10:01","10 Días hábiles","852.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"312","Funcionarios relacionados con el concurso","Contrato","08/11/2022 10:40","Real","2022CD-000039-0021100001","-","MUNICIPALIDAD DE OROTINA","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221101830-00","COMPRA ÚTILES ESCOLARES DEL CANTÓN DE OROTINA MUNICIPALIDAD DE OROTINA","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 12:00","14/11/2022 09:00","14/11/2022 09:05","10 Días hábiles","2.932.250 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"313","Funcionarios relacionados con el concurso","Contrato","08/11/2022 13:39","Real","2022CD-000057-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20221101920-00","Adquisición uniformes para los funcionarios de la municipalidad de Zarcero entrega según demanda","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 08:45","15/11/2022 09:00","10 Días hábiles","15.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"314","Funcionarios relacionados con el concurso","Desierto/Infructuoso","08/11/2022 13:41","Real","2022CD-000188-0005500001","-","Municipalidad de Atenas","No","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","Registro","","20221101918-00","CONTRATACIÓN SUMINISTROS PARA DECORACIÓN EN LAS ACTIVIDADES PROTOCOLARIAS, CULTURALES Y TURÍSTICAS DE LA MUNICIPALIDAD DE ATENAS 2022.","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 13:45","11/11/2022 13:45","11/11/2022 13:45","10 Días hábiles","626.500 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"315","Funcionarios relacionados con el concurso","Adjudicación en firme","08/11/2022 13:49","Real","2022CD-000214-0017500001","-","MUNICIPALIDAD DE TURRIALBA","No","Hannia Rojas Segura","Mariela Hernández Solano","Hannia Rojas Segura","Registro","","20221101617-00","SISTEMA DE AUDIO Y VIDEO PARA AUDITORIO DE LA MUNICIPALIDAD DE TURRIALBA","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 14:00","11/11/2022 11:01","11/11/2022 11:01","10 Días hábiles","21.900.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"316","Funcionarios relacionados con el concurso","Contrato","08/11/2022 14:40","Real","2022CD-000191-0005500001","-","Municipalidad de Atenas","No","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","Modificar","20221101974-01","20221101974-00","COMPRA DE EQUIPO DE SONIDO, PARA LA MUNICIPALIDAD DE ATENAS, DESARROLLO DE ACTIVIDADES VARIAS","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 14:45","15/11/2022 12:00","15/11/2022 12:00","10 Días hábiles","955.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"317","Funcionarios relacionados con el concurso","Contrato","08/11/2022 14:41","Real","2022CD-000059-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20221101976-00","Compra de aceites y lubricantes para UTGVM, Municipalidad de Zarcero","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 09:45","15/11/2022 10:00","10 Días hábiles","3.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"318","Funcionarios relacionados con el concurso","Contrato","08/11/2022 16:22","Real","2022CD-000142-0012000001","-","MUNICIPALIDAD DE EL GUARCO","No","Isabel Méndez Navarro","Isabel Méndez Navarro","Isabel Méndez Navarro","Registro","","20221102037-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA EL DISEÑO E IMPLEMENTACIÓN DEL MARCO DE GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN DE LA MUNICIPALIDAD DE EL GUARCO","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/11/2022 16:30","15/11/2022 16:00","15/11/2022 16:00","10 Días hábiles","15.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"319","Funcionarios relacionados con el concurso","Contrato","08/11/2022 16:25","Real","2022CD-000026-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221005348-00","Compra de Equipo de Cómputo para la Auditoria Interna y UTGV de la Municipalidad de Corredores","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 08:00","15/11/2022 10:00","15/11/2022 10:00","10 Días hábiles","2.410.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"320","Funcionarios relacionados con el concurso","Contrato","09/11/2022 08:08","Real","2022CD-000071-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221100646-00","Contratación de una persona física o jurídica para la compra de artículos para personal operativo y administrativo de la policía municipal de la Municipalidad de Flores.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 10:00","15/11/2022 09:00","15/11/2022 09:00","10 Días hábiles","6.565.498 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"321","Funcionarios relacionados con el concurso","Adjudicación en firme","09/11/2022 10:02","Real","2022LA-000017-0028011201","-","MUNICIPALIDAD DE ACOSTA","No","ALLAN ALBERTO SEGURA ALFARO","ALLAN ALBERTO SEGURA ALFARO","ALLAN ALBERTO SEGURA ALFARO","Registro","","20221102143-00","Servicios de contratación de Administración de flotilla vehicular para la Municipalidad de Acosta.","SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 11:00","18/11/2022 09:00","18/11/2022 09:01","14 Días hábiles","24.000.000 [CRC]","",NA
"322","Funcionarios relacionados con el concurso","Contrato","09/11/2022 11:29","Real","2022CD-000176-0003400001","-","Municipalidad de Montes de Oca","No","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","Registro","","20221102225-00","Servicio de Logística para evento de Pasacalles Navideño “Ruta de la Navidad” II Edición 2022 de la Municipalidad de Montes de Oca.","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 11:45","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles","7.600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"323","Funcionarios relacionados con el concurso","Contrato","09/11/2022 11:39","Real","2022CD-000064-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20221102230-00","Compra de rollos de papel con el logo de la Municipalidad de Hojancha","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","14/11/2022 07:30","15/11/2022 10:00","15/11/2022 11:00","10 Días hábiles","300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"324","Funcionarios relacionados con el concurso","Contrato","09/11/2022 11:48","Real","2022CD-000177-0003400001","-","Municipalidad de Montes de Oca","No","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","Registro","","20221102238-00","CONTRATACIÓN DE ALIMENTACIÓN POR DEMANDA PARA ACTIVIDADES SOCIALES Y PROTOCOLARIAS DE LA MUNICIPALIDAD DE MONTES DE OCA","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","09/11/2022 11:50","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles","8.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"325","Funcionarios relacionados con el concurso","Contrato","09/11/2022 12:22","Real","2022LA-000012-0003700001","-","MUNICIPALIDAD DE SAN PABLO DE HEREDIA","No","David González Ovares","David González Ovares","David González Ovares","Registro","","20221102245-00","“COMPRA DE VEHICULOS TIPO PICK UP 4x4 PARA CAMINOS Y GESTIÓN AMBIENTAL DE LA MUNICIPALIDAD DE SAN PABLO DE HEREDIA”","BIENES","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 12:30","16/11/2022 14:00","16/11/2022 14:01","10 Días hábiles","45.500.000 [CRC]","",NA
"326","Funcionarios relacionados con el concurso","Contrato","09/11/2022 13:18","Real","2022CD-000157-0002200001","-","MUNICIPALIDAD DE MORA","No","CINTHIA DE LOS ANGELES ARAYA DELGADO","CINTHIA DE LOS ANGELES ARAYA DELGADO","TATIANA DE LOS ANGELES AGUERO AGUILAR","Registro","","20221101188-00","COMPRA EQUIPOS DE CÓMPUTO MUNICIPALIDAD DE MORA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 14:00","16/11/2022 14:00","16/11/2022 14:00","10 Días hábiles","15.087.690,45 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"327","Funcionarios relacionados con el concurso","En evaluación","09/11/2022 14:30","Real","2022LA-000015-0003600001","-","Municipalidad de San Carlos","No","LUIS MIGUEL VARGAS HERNANDEZ","LUIS MIGUEL VARGAS HERNANDEZ","LUIS MIGUEL VARGAS HERNANDEZ","Modificar","20221102294-01 20221102294-02","20221102294-00","Contratación de consultoría para la selección y acompañamiento en la implementación de un software ERP para la Municipalidad de San Carlos","SERVICIOS","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","09/11/2022 16:00","30/11/2022 10:00","30/11/2022 10:00","30 Días hábiles","79.500.000 [CRC]","",NA
"328","Funcionarios relacionados con el concurso","Contrato","09/11/2022 15:54","Real","2022CD-000047-0019400001","-","Municipalidad de Osa","No","David González Nuñez","David González Nuñez","David González Nuñez","Registro","","20221101960-00","ADQUISICION DE EQUIPO COMPUTO PARA LA MUNICIPALIDAD DE OSA.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 13:00","15/11/2022 13:00","15/11/2022 13:05","8 Días hábiles","10.971.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"329","Funcionarios relacionados con el concurso","Contrato","10/11/2022 07:25","Real","2022CD-000072-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221101790-00","Compra de un cepillo semi industrial para la Municipalidad de Flores","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 09:00","16/11/2022 09:00","16/11/2022 09:00","10 Días hábiles","380.292,51 [CRC]","611 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"330","Funcionarios relacionados con el concurso","Contrato","10/11/2022 07:29","Real","2022CD-000082-0031200001","-","Municipalidad de Montes de Oro","No","Cynthia Villalobos Cortés","CYNTHIA VILLALOBOS CORTES","CYNTHIA VILLALOBOS CORTES","Registro","","20221102264-00","SE REQUIERE CONTRATAR MANO DE OBRA PARA REALIZAR VARIOS TRABAJOS DE LOS SERVICIOS DE LA MUNICIPALIDAD MONTES DE ORO.","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","11/11/2022 08:00","17/11/2022 10:00","17/11/2022 10:01","10 Días hábiles","10.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"331","Funcionarios relacionados con el concurso","Contrato","10/11/2022 08:19","Real","2022CD-000253-0003300001","-","Municipalidad de Moravia","No","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","Registro","","20221102470-00","Compra de blusas y camisas para funcionarios de la Municipalidad de Moravia y el comité de la persona joven","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 09:00","16/11/2022 14:00","16/11/2022 14:05","10 Días hábiles","1.524.994 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"332","Funcionarios relacionados con el concurso","","10/11/2022 10:38","Real","2022CD-000035-0004400001","-","Municipalidad de Golfito","No","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","Sin efecto","20221102361-01","20221102361-00","CONTRATACIÓN DE SERVICIOS DE INTERNET PARA LA MUNICIPALIDAD DE GOLFITO [Sin efecto]","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","10/11/2022 11:00","14/11/2022 09:00","14/11/2022 09:00","30 Días naturales","375.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"333","Funcionarios relacionados con el concurso","Contrato","10/11/2022 10:47","Real","2022CD-000271-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221102545-00","COMPRA DE TELEFONOS MOVILES PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","14/11/2022 06:00","16/11/2022 08:00","16/11/2022 08:00","8 Días hábiles","1.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
