"","Estado.del.concurso","Fecha.hora.de.publicación","Número.de.procedimiento","Nombre","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"303","Contrato","07/11/2022 12:41","2022CD-000215-0023300001","San Rafael","","20221101520-00","Contratación de capacitación para el personal de la Policía Municipal, Tránsito Municipal y Guardas de la Municipalidad de San Rafael de Heredia para el año 2022","Servicios","Contratación directa","Servicios","07/11/2022 14:00","10/11/2022 14:00","10/11/2022 14:05","6 Días hábiles",980000,"","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA.",405
"304","Desierto/Infructuoso","07/11/2022 14:32","2022CD-000216-0000700001","Grecia","20221101589-01","20221101589-00","Elaboración, reparación y compra de mobiliario para la Biblioteca Pública y Municipalidad de Grecia","Bienes/servicios","Contratación directa","Cantidad definida","07/11/2022 14:40","14/11/2022 10:00","14/11/2022 10:00","10 Días hábiles",4100000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"305","Contrato","07/11/2022 15:59","2022CD-000048-0028011201","Acosta","20221101662-01","20221101662-00","COMPRA DE BOTAS PARA PERSONAL OPERATIVO Y ADMINISYTRATIVO DE LA MUNICIPALIDAD DE ACOSTA","Bienes","Contratación directa","Según demanda","07/11/2022 16:05","14/11/2022 10:00","14/11/2022 10:01","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",112
"306","Contrato","08/11/2022 07:47","2022CD-000220-0000700001","Grecia","","20221101739-00","“COMPRA DE RADIOS DE COMUNICACIÓN SEÑAL ANALÓGICA PARA EL USO EN EL MERCADO DE LA MUNICIPALIDAD DE GRECIA”","Bienes","Contratación directa","Cantidad definida","08/11/2022 08:00","14/11/2022 10:00","14/11/2022 10:00","8 Días hábiles",450000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"307","Contrato","08/11/2022 09:46","2022CD-000172-0003900001","Nicoya","","20221101793-00","adquisición de insumos de seguridad para labores operativas a cargo del Depto. de Gestión Ambiental de la Municipalidad de Nicoya","Bienes","Contratación directa","Cantidad definida","08/11/2022 12:00","11/11/2022 10:00","11/11/2022 10:01","10 Días hábiles",852000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",502
"308","Contrato","08/11/2022 10:40","2022CD-000039-0021100001","Orotina","","20221101830-00","COMPRA ÚTILES ESCOLARES DEL CANTÓN DE OROTINA MUNICIPALIDAD DE OROTINA","Bienes/servicios","Contratación directa","Cantidad definida","08/11/2022 12:00","14/11/2022 09:00","14/11/2022 09:05","10 Días hábiles",2932250,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",209
"309","Contrato","08/11/2022 13:39","2022CD-000057-0021300211","Zarcero","","20221101920-00","Adquisición uniformes para los funcionarios de la municipalidad de Zarcero entrega según demanda","Bienes","Contratación directa","Según demanda","09/11/2022 08:00","15/11/2022 08:45","15/11/2022 09:00","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",211
"310","Desierto/Infructuoso","08/11/2022 13:41","2022CD-000188-0005500001","Atenas","","20221101918-00","CONTRATACIÓN SUMINISTROS PARA DECORACIÓN EN LAS ACTIVIDADES PROTOCOLARIAS, CULTURALES Y TURÍSTICAS DE LA MUNICIPALIDAD DE ATENAS 2022.","Servicios","Contratación directa","Cantidad definida","08/11/2022 13:45","11/11/2022 13:45","11/11/2022 13:45","10 Días hábiles",626500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",205
"311","Adjudicación en firme","08/11/2022 13:49","2022CD-000214-0017500001","Turrialba","","20221101617-00","SISTEMA DE AUDIO Y VIDEO PARA AUDITORIO DE LA MUNICIPALIDAD DE TURRIALBA","Bienes/servicios","Contratación directa","Cantidad definida","08/11/2022 14:00","11/11/2022 11:01","11/11/2022 11:01","10 Días hábiles",21900000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",305
"312","Contrato","08/11/2022 14:40","2022CD-000191-0005500001","Atenas","20221101974-01","20221101974-00","COMPRA DE EQUIPO DE SONIDO, PARA LA MUNICIPALIDAD DE ATENAS, DESARROLLO DE ACTIVIDADES VARIAS","Bienes/servicios","Contratación directa","Cantidad definida","08/11/2022 14:45","15/11/2022 12:00","15/11/2022 12:00","10 Días hábiles",955000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",205
"313","Contrato","08/11/2022 14:41","2022CD-000059-0021300211","Zarcero","","20221101976-00","Compra de aceites y lubricantes para UTGVM, Municipalidad de Zarcero","Bienes","Contratación directa","Cantidad definida","09/11/2022 08:00","15/11/2022 09:45","15/11/2022 10:00","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",211
"314","Contrato","08/11/2022 16:22","2022CD-000142-0012000001","El Guarco","","20221102037-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA EL DISEÑO E IMPLEMENTACIÓN DEL MARCO DE GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN DE LA MUNICIPALIDAD DE EL GUARCO","Servicios","Contratación directa","Cantidad definida","08/11/2022 16:30","15/11/2022 16:00","15/11/2022 16:00","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",308
"315","Contrato","08/11/2022 16:25","2022CD-000026-0004300001","Corredores","","20221005348-00","Compra de Equipo de Cómputo para la Auditoria Interna y UTGV de la Municipalidad de Corredores","Bienes","Contratación directa","Cantidad definida","09/11/2022 08:00","15/11/2022 10:00","15/11/2022 10:00","10 Días hábiles",2410000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"316","Contrato","09/11/2022 08:08","2022CD-000071-0003000001","Flores","","20221100646-00","Contratación de una persona física o jurídica para la compra de artículos para personal operativo y administrativo de la policía municipal de la Municipalidad de Flores.","Bienes","Contratación directa","Cantidad definida","09/11/2022 10:00","15/11/2022 09:00","15/11/2022 09:00","10 Días hábiles",6565498,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",408
"317","Adjudicación en firme","09/11/2022 10:02","2022LA-000017-0028011201","Acosta","","20221102143-00","Servicios de contratación de Administración de flotilla vehicular para la Municipalidad de Acosta.","Servicios","Licitación abreviada","Según demanda","09/11/2022 11:00","18/11/2022 09:00","18/11/2022 09:01","14 Días hábiles",2.4e+07,"",NA,112
"318","Contrato","09/11/2022 11:29","2022CD-000176-0003400001","Montes de Oca","","20221102225-00","Servicio de Logística para evento de Pasacalles Navideño “Ruta de la Navidad” II Edición 2022 de la Municipalidad de Montes de Oca.","Servicios","Contratación directa","Cantidad definida","09/11/2022 11:45","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles",7600000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",115
"319","Contrato","09/11/2022 11:39","2022CD-000064-0022900511","Hojancha","","20221102230-00","Compra de rollos de papel con el logo de la Municipalidad de Hojancha","Bienes/servicios","Contratación directa","Cantidad definida","14/11/2022 07:30","15/11/2022 10:00","15/11/2022 11:00","10 Días hábiles",3e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",511
"320","Contrato","09/11/2022 11:48","2022CD-000177-0003400001","Montes de Oca","","20221102238-00","CONTRATACIÓN DE ALIMENTACIÓN POR DEMANDA PARA ACTIVIDADES SOCIALES Y PROTOCOLARIAS DE LA MUNICIPALIDAD DE MONTES DE OCA","Servicios","Contratación directa","Según demanda","09/11/2022 11:50","11/11/2022 10:00","11/11/2022 10:00","10 Días hábiles",8e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",115
"321","Contrato","09/11/2022 12:22","2022LA-000012-0003700001","San Pablo","","20221102245-00","“COMPRA DE VEHICULOS TIPO PICK UP 4x4 PARA CAMINOS Y GESTIÓN AMBIENTAL DE LA MUNICIPALIDAD DE SAN PABLO DE HEREDIA”","Bienes","Licitación abreviada","Cantidad definida","09/11/2022 12:30","16/11/2022 14:00","16/11/2022 14:01","10 Días hábiles",45500000,"",NA,409
"322","Contrato","09/11/2022 13:18","2022CD-000157-0002200001","Mora","","20221101188-00","COMPRA EQUIPOS DE CÓMPUTO MUNICIPALIDAD DE MORA","Bienes","Contratación directa","Cantidad definida","09/11/2022 14:00","16/11/2022 14:00","16/11/2022 14:00","10 Días hábiles",15087690.45,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"323","En evaluación","09/11/2022 14:30","2022LA-000015-0003600001","San Carlos","20221102294-01 20221102294-02","20221102294-00","Contratación de consultoría para la selección y acompañamiento en la implementación de un software ERP para la Municipalidad de San Carlos","Servicios","Licitación abreviada","Cantidad definida","09/11/2022 16:00","30/11/2022 10:00","30/11/2022 10:00","30 Días hábiles",79500000,"",NA,210
"324","Contrato","09/11/2022 15:54","2022CD-000047-0019400001","Osa","","20221101960-00","ADQUISICION DE EQUIPO COMPUTO PARA LA MUNICIPALIDAD DE OSA.","Bienes","Contratación directa","Cantidad definida","10/11/2022 13:00","15/11/2022 13:00","15/11/2022 13:05","8 Días hábiles",10971000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",605
"325","Contrato","10/11/2022 07:25","2022CD-000072-0003000001","Flores","","20221101790-00","Compra de un cepillo semi industrial para la Municipalidad de Flores","Bienes","Contratación directa","Cantidad definida","10/11/2022 09:00","16/11/2022 09:00","16/11/2022 09:00","10 Días hábiles",380292.51,"611 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",408
"326","Contrato","10/11/2022 07:29","2022CD-000082-0031200001","Montes de Oro","","20221102264-00","SE REQUIERE CONTRATAR MANO DE OBRA PARA REALIZAR VARIOS TRABAJOS DE LOS SERVICIOS DE LA MUNICIPALIDAD MONTES DE ORO.","Servicios","Contratación directa","Cantidad definida","11/11/2022 08:00","17/11/2022 10:00","17/11/2022 10:01","10 Días hábiles",1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",604
"327","Contrato","10/11/2022 08:19","2022CD-000253-0003300001","Moravia","","20221102470-00","Compra de blusas y camisas para funcionarios de la Municipalidad de Moravia y el comité de la persona joven","Bienes","Contratación directa","Cantidad definida","10/11/2022 09:00","16/11/2022 14:00","16/11/2022 14:05","10 Días hábiles",1524994,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",114
"328","Sin definir","10/11/2022 10:38","2022CD-000035-0004400001","Golfito","20221102361-01","20221102361-00","CONTRATACIÓN DE SERVICIOS DE INTERNET PARA LA MUNICIPALIDAD DE GOLFITO [Sin efecto]","Bienes/servicios","Contratación directa","Cantidad definida","10/11/2022 11:00","14/11/2022 09:00","14/11/2022 09:00","30 Días naturales",375000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",607
"329","Contrato","10/11/2022 10:47","2022CD-000271-0021700001","Heredia","","20221102545-00","COMPRA DE TELEFONOS MOVILES PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","14/11/2022 06:00","16/11/2022 08:00","16/11/2022 08:00","8 Días hábiles",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"330","Contrato","10/11/2022 10:51","2022LA-000034-0021700001","Heredia","20221102565-01 20221102565-02","20221102565-00","COMPRA DE VEHICULOS VARIOS PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Cantidad definida","24/11/2022 07:00","25/11/2022 10:00","25/11/2022 10:00","20 Días hábiles",159500000,"",NA,401
"331","Contrato","10/11/2022 11:14","2022CD-000048-0020000306","Alvarado","","20221102557-00","SERVICIO DE ENTREGA DE NOTIFICACIONES A CONTRIBUYENTES DE LA MUNICIPALIDAD DE ALVARADO","Servicios","Contratación directa","Cantidad definida","10/11/2022 11:15","15/11/2022 11:00","15/11/2022 11:01","10 Días hábiles",6500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"332","Contrato","10/11/2022 13:02","2022CD-000272-0021700001","Heredia","20221102634-01","20221102634-00","SERVICIOS PROFESIONALES PARA INSPECCION DE MUROS Y TAPIAS DEL CEMENTERIO DE MERCEDES NORTE PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","14/11/2022 07:00","15/11/2022 10:00","15/11/2022 10:00","6 Días hábiles",3236732.9,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",401
"333","Contrato","10/11/2022 15:34","2022CD-000078-0021500001","Upala","","20221102719-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES DE ABOGADO (A), PARA BRINDAR SERVICIOS PROFESIONALES DE ABOGACÍA PARA LA ELABORACIÓN DE NORMATIVA INTERNA DE LA MUNICIPALIDAD DE UPALA","Servicios","Contratación directa","Servicios","10/11/2022 16:00","15/11/2022 10:00","15/11/2022 10:01","10 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",213
"334","Contrato","10/11/2022 16:23","2022CD-000234-0023300001","San Rafael","","20221102752-00","Compra de Insumos y Textiles para el Personal de la Municipalidad de San Rafael de Heredia 2022","Bienes","Contratación directa","Cantidad definida","11/11/2022 07:00","18/11/2022 09:15","18/11/2022 09:20","10 Días hábiles",1091500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",405
"335","Desierto/Infructuoso","11/11/2022 07:41","2022CD-000222-0000700001","Grecia","","20221102798-00","Servicios de alquiler de cabinas sanitarias, lavatorio portátil y torres de iluminación para eventos navideños de la Municipalidad de Grecia","Servicios","Contratación directa","Cantidad definida","11/11/2022 08:00","16/11/2022 12:00","16/11/2022 12:00","6 Días hábiles",1650000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"336","Contrato","11/11/2022 08:41","2022CD-000256-0003300001","Moravia","","20221102834-00","Servicio de soporte del sistema de filas de la Municipalidad","Servicios","Contratación directa","Servicios","11/11/2022 09:00","15/11/2022 09:00","15/11/2022 09:00","10 Días hábiles",270000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",114
"337","Contrato","11/11/2022 09:05","2022CD-000051-0020000306","Alvarado","20221102599-01","20221102599-00","Compra de utiles de oficina para los diferentes departamentos de la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","11/11/2022 09:10","17/11/2022 07:30","17/11/2022 07:31","10 Días hábiles",1198000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"338","Contrato","11/11/2022 11:54","2022CD-000084-0031200001","Montes de Oro","","20221102549-00","“COMPRA DE MATERIALES VARIOS Y CONTRATACIÓN DE SERVICIOS PARA LA EJECUCION DE PARTIDAS ESPECIFICAS DE LA INSTITUCINALIDAD PUBLICA, MUNICIPALIDAD DE MONTES DE ORO”","Bienes/servicios","Contratación directa","Cantidad definida","14/11/2022 08:00","18/11/2022 10:00","18/11/2022 10:01","10 Días hábiles",1.3e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",604
"339","Contrato","11/11/2022 12:17","2022CD-000031-0020920401","San Mateo","","20221102956-00","Contratación de suministros de bienes de equipos y programas de cómputo para las unidades de trabajo de la municipalidad","Bienes","Contratación directa","Según demanda","11/11/2022 15:00","16/11/2022 12:00","16/11/2022 13:30","10 Días hábiles",14699000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",204
"340","Adjudicación en firme","11/11/2022 13:38","2022CD-000061-0023100001","Curridabat","20221102866-01 20221102866-02 20221102866-03","20221102866-00","Contratación por excepción para el servicio de Mantenimiento preventivo y correctivo para las motocicletas de la Municipalidad de Curridabat","Servicios","Contratación directa","Según demanda","11/11/2022 14:00","23/11/2022 10:00","23/11/2022 10:01","10 Días hábiles",9e+07,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",118
"341","Contrato","11/11/2022 13:40","2022CD-000315-0021600001","Desamparados","20221103003-01","20221103003-00","Compra de equipo multiumedia para las instalaciones culturales de la Municipalidad de Desamparados.","Bienes","Contratación directa","Cantidad definida","11/11/2022 15:00","16/11/2022 09:00","16/11/2022 09:30","5 Días hábiles",1906500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"342","Apelación o Revocación","11/11/2022 13:44","2022CD-000046-0017100001","Parrita","","20221103007-00","Ajustes a las Láminas de los Planes Reguladores vigentes Zona Marítimo Terrestre de La Municipalidad de Parrita.","Servicios","Contratación directa","Servicios","11/11/2022 14:00","18/11/2022 10:00","18/11/2022 10:01","10 Días hábiles",9900000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",609
"343","Contrato","14/11/2022 09:42","2022CD-000168-0002200001","Mora","","20221102551-00","COMPRA DE AIRE ACONDICIONADO PARA EL ÁREA DE CAJAS, MUNICIPALIDAD DE MORA","Bienes","Contratación directa","Cantidad definida","14/11/2022 10:00","21/11/2022 09:30","21/11/2022 09:30","10 Días hábiles",5e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"344","Adjudicación en firme","14/11/2022 11:14","2022CD-000126-0019100001","Coto Brus","","20221103248-00","MEJORAS VARIAS DEL AULA CONTIGUA A LA CASA DE LA PERSONA ADULTA MAYOR DE LA MUNICIPALIDAD DE COTO BRUS","Servicios","Contratación directa","Cantidad definida","15/11/2022 07:00","17/11/2022 13:30","17/11/2022 13:31","6 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",608
